,Xt
116,0.44696994197494194
117,0.6679978753443275
118,0.5759029031070836
119,0.18910401971065868
120,0.2627799975004539
121,0.06017105857851707
122,0.02333306968361946
123,0.09700904747341467
124,0.2075230141581075
125,0.11542804192086348
126,0.11542804192086348
127,0.06938055580224146
128,0.11542804192086348
129,0.3180369808428003
130,0.3180369808428003
131,0.41013195308004435
132,0.4285509475274931
133,0.48380793086983953
134,0.48380793086983953
135,0.5574839086596347
136,1.0179587698458548
137,1.0732157531882012
138,1.0363777642933036
139,1.0363777642933036
140,1.0363777642933036
141,0.7232548586866739
142,0.7232548586866739
143,0.9258637976086108
144,0.7785118420290204
145,0.7785118420290204
146,0.7600928475815716
147,0.8982353059374376
148,0.9719112837272328
149,1.0179587698458548
150,0.9258637976086108
151,0.8429783225950912
152,0.7969308364764692
153,0.9350732948323353
154,0.86139731704254
155,0.907444803161162
156,0.8429783225950912
157,0.7969308364764692
158,0.815349830923918
159,1.110053742083099
160,1.0547967587407525
161,1.0732157531882012
162,0.815349830923918
163,1.0179587698458548
164,0.7508833503578471
165,0.5759029031070836
166,0.2811989919479027
167,0.35487496973769794
168,0.3640844669614223
169,0.12463753914458787
170,0.2351515058292807
171,0.6127408920019811
172,0.9258637976086108
173,0.9903302781746817
174,0.953492289279784
175,0.8798163114899888
176,0.999539775398406
177,1.3955481560185552
178,1.2481962004389648
179,1.5336906143744213
180,1.460014636584626
181,1.1192632393068234
182,1.2481962004389648
183,1.2481962004389648
184,1.3218721782287601
185,1.2758246921101382
186,1.413967150466004
187,1.5521096088218702
188,1.4968526254795238
189,1.413967150466004
190,1.413967150466004
191,1.432386144913453
192,1.3495006698999332
193,1.0271682670695792
194,1.137682233754272
195,1.183729719872894
196,1.1192632393068234
197,0.9811207809509572
198,0.8982353059374376
199,0.9350732948323353
200,0.7785118420290204
201,0.6679978753443275
202,0.677207372568052
203,0.5022269253172883
204,0.5298554169884615
205,0.7600928475815716
206,1.0732157531882012
207,1.183729719872894
208,0.9350732948323353
209,0.6956263670155007
210,0.8890258087137132
211,0.7600928475815716
212,0.9166543003848864
213,0.9350732948323353
214,1.2481962004389648
215,1.1653107254254453
216,1.1653107254254453
217,1.2574056976626893
218,1.2481962004389648
219,1.2113582115440673
220,0.7232548586866739
221,0.6679978753443275
222,0.7324643559103984
223,0.44696994197494194
224,0.7324643559103984
225,0.7048358642392252
226,1.137682233754272
227,0.9627017865035085
228,0.907444803161162
229,0.9442827920560596
230,0.8521878198188156
231,0.5574839086596347
232,0.5574839086596347
233,0.7600928475815716
234,0.7324643559103984
235,0.6679978753443275
236,0.6035313947782568
237,0.5666934058833591
238,0.6035313947782568
239,0.6679978753443275
240,0.6679978753443275
241,0.6495788808968788
242,0.6587883781206032
243,0.6587883781206032
244,0.6127408920019811
245,0.5206459197647372
246,0.6495788808968788
247,0.7600928475815716
248,0.9258637976086108
249,0.8337688253713668
250,0.6219503892257056
251,0.5482744114359104
252,0.7048358642392252
253,0.7048358642392252
254,0.8061403337001936
255,0.8061403337001936
256,0.7140453614629496
257,0.6127408920019811
258,0.7048358642392252
259,0.9442827920560596
260,1.0363777642933036
261,1.064006255964477
